label,value,time
ces-main,26.72,2025-09-15T08:44:30+00:00
ces-main,26.72,2025-09-15T08:45:00+00:00
ces-main,26.72,2025-09-15T08:45:30+00:00
ces-main,26.72,2025-09-15T08:46:00+00:00
ces-main,26.72,2025-09-15T08:46:30+00:00
ces-main,26.72,2025-09-15T08:47:00+00:00
ces-main,26.72,2025-09-15T08:47:30+00:00
ces-main,26.72,2025-09-15T08:48:00+00:00
ces-main,26.72,2025-09-15T08:48:30+00:00
ces-main,26.72,2025-09-15T08:49:00+00:00
ces-main,26.72,2025-09-15T08:49:30+00:00
ces-main,26.72,2025-09-15T08:50:00+00:00
ces-main,26.72,2025-09-15T08:50:30+00:00
ces-main,26.72,2025-09-15T08:51:00+00:00
ces-main,26.72,2025-09-15T08:51:30+00:00
ces-main,26.72,2025-09-15T08:52:00+00:00
ces-main,26.72,2025-09-15T08:52:30+00:00
ces-main,26.72,2025-09-15T08:53:00+00:00
ces-main,26.72,2025-09-15T08:53:30+00:00
ces-main,26.72,2025-09-15T08:54:00+00:00
ces-main,26.72,2025-09-15T08:54:30+00:00
ces-main,26.72,2025-09-15T08:55:00+00:00
ces-main,26.72,2025-09-15T08:55:30+00:00
ces-main,26.72,2025-09-15T08:56:00+00:00
ces-main,26.72,2025-09-15T08:56:30+00:00
ces-main,26.72,2025-09-15T08:57:00+00:00
ces-main,26.72,2025-09-15T08:57:30+00:00
ces-main,26.72,2025-09-15T08:58:00+00:00
ces-main,26.72,2025-09-15T08:58:30+00:00
ces-main,26.72,2025-09-15T08:59:00+00:00
ces-main,26.72,2025-09-15T08:59:30+00:00
ces-main,26.72,2025-09-15T09:00:00+00:00
ces-main,26.72,2025-09-15T09:00:30+00:00
ces-main,26.72,2025-09-15T09:01:00+00:00
ces-main,26.72,2025-09-15T09:01:30+00:00
ces-main,26.72,2025-09-15T09:02:00+00:00
ces-main,26.72,2025-09-15T09:02:30+00:00
ces-main,26.72,2025-09-15T09:03:00+00:00
ces-main,26.72,2025-09-15T09:03:30+00:00
ces-main,26.72,2025-09-15T09:04:00+00:00
ces-main,26.72,2025-09-15T09:04:30+00:00
ces-main,26.72,2025-09-15T09:05:00+00:00
ces-main,26.72,2025-09-15T09:05:30+00:00
ces-main,26.72,2025-09-15T09:06:00+00:00
ces-main,26.72,2025-09-15T09:06:30+00:00
ces-main,26.72,2025-09-15T09:07:00+00:00
ces-main,26.72,2025-09-15T09:07:30+00:00
ces-main,26.72,2025-09-15T09:08:00+00:00
ces-main,26.72,2025-09-15T09:08:30+00:00
ces-main,26.72,2025-09-15T09:09:00+00:00
ces-main,26.72,2025-09-15T09:09:30+00:00
ces-main,26.72,2025-09-15T09:10:00+00:00
ces-main,26.72,2025-09-15T09:10:30+00:00
ces-main,26.72,2025-09-15T09:11:00+00:00
ces-main,26.72,2025-09-15T09:11:30+00:00
ces-main,26.72,2025-09-15T09:12:00+00:00
ces-main,26.72,2025-09-15T09:12:30+00:00
ces-main,26.72,2025-09-15T09:13:00+00:00
ces-main,26.72,2025-09-15T09:13:30+00:00
ces-main,26.72,2025-09-15T09:14:00+00:00
ces-main,26.72,2025-09-15T09:14:30+00:00
ces-main,26.72,2025-09-15T09:15:00+00:00
ces-main,26.72,2025-09-15T09:15:30+00:00
ces-main,26.72,2025-09-15T09:16:00+00:00
ces-main,26.72,2025-09-15T09:16:30+00:00
ces-main,26.72,2025-09-15T09:17:00+00:00
ces-main,26.72,2025-09-15T09:17:30+00:00
ces-main,26.72,2025-09-15T09:18:00+00:00
ces-main,26.72,2025-09-15T09:18:30+00:00
ces-main,26.72,2025-09-15T09:19:00+00:00
ces-main,26.72,2025-09-15T09:19:30+00:00
ces-main,26.72,2025-09-15T09:20:00+00:00
ces-main,26.72,2025-09-15T09:20:30+00:00
ces-main,26.72,2025-09-15T09:21:00+00:00
ces-main,26.72,2025-09-15T09:21:30+00:00
ces-main,26.72,2025-09-15T09:22:00+00:00
ces-main,26.72,2025-09-15T09:22:30+00:00
ces-main,26.72,2025-09-15T09:23:00+00:00
ces-main,26.72,2025-09-15T09:23:30+00:00
ces-main,26.72,2025-09-15T09:24:00+00:00
ces-main,26.72,2025-09-15T09:24:30+00:00
ces-main,26.72,2025-09-15T09:25:00+00:00
ces-main,26.72,2025-09-15T09:25:30+00:00
ces-main,26.72,2025-09-15T09:26:00+00:00
ces-main,26.72,2025-09-15T09:26:30+00:00
ces-main,26.72,2025-09-15T09:27:00+00:00
ces-main,26.72,2025-09-15T09:27:30+00:00
ces-main,26.72,2025-09-15T09:28:00+00:00
ces-main,26.72,2025-09-15T09:28:30+00:00
ces-main,26.72,2025-09-15T09:29:00+00:00
ces-main,26.72,2025-09-15T09:29:30+00:00
ces-main,26.72,2025-09-15T09:30:00+00:00
ces-main,26.72,2025-09-15T09:30:30+00:00
ces-main,26.72,2025-09-15T09:31:00+00:00
ces-main,26.72,2025-09-15T09:31:30+00:00
ces-main,26.72,2025-09-15T09:32:00+00:00
ces-main,26.72,2025-09-15T09:32:30+00:00
ces-main,26.72,2025-09-15T09:33:00+00:00
ces-main,26.72,2025-09-15T09:33:30+00:00
ces-main,26.72,2025-09-15T09:34:00+00:00
ces-main,26.72,2025-09-15T09:34:30+00:00
ces-main,26.72,2025-09-15T09:35:00+00:00
ces-main,26.72,2025-09-15T09:35:30+00:00
ces-main,26.72,2025-09-15T09:36:00+00:00
ces-main,26.72,2025-09-15T09:36:30+00:00
ces-main,26.72,2025-09-15T09:37:00+00:00
ces-main,26.72,2025-09-15T09:37:30+00:00
ces-main,26.72,2025-09-15T09:38:00+00:00
ces-main,26.72,2025-09-15T09:38:30+00:00
ces-main,26.72,2025-09-15T09:39:00+00:00
ces-main,26.72,2025-09-15T09:39:30+00:00
ces-main,26.72,2025-09-15T09:40:00+00:00
ces-main,26.72,2025-09-15T09:40:30+00:00
ces-main,26.72,2025-09-15T09:41:00+00:00
ces-main,26.72,2025-09-15T09:41:30+00:00
ces-main,26.72,2025-09-15T09:42:00+00:00
ces-main,26.72,2025-09-15T09:42:30+00:00
ces-main,26.72,2025-09-15T09:43:00+00:00
ces-main,26.72,2025-09-15T09:43:30+00:00
ces-main,26.72,2025-09-15T09:44:00+00:00
ces-main,26.72,2025-09-15T09:44:30+00:00
ces-main,26.72,2025-09-15T09:45:00+00:00
ces-main,26.72,2025-09-15T09:45:30+00:00
ces-main,26.72,2025-09-15T09:46:00+00:00
ces-main,26.72,2025-09-15T09:46:30+00:00
ces-main,26.72,2025-09-15T09:47:00+00:00
ces-main,26.72,2025-09-15T09:47:30+00:00
ces-main,26.72,2025-09-15T09:48:00+00:00
ces-main,26.72,2025-09-15T09:48:30+00:00
ces-main,26.72,2025-09-15T09:49:00+00:00
ces-main,26.72,2025-09-15T09:49:30+00:00
ces-main,26.72,2025-09-15T09:50:00+00:00
ces-main,26.72,2025-09-15T09:50:30+00:00
ces-main,26.72,2025-09-15T09:51:00+00:00
ces-main,26.72,2025-09-15T09:51:30+00:00
ces-main,26.72,2025-09-15T09:52:00+00:00
ces-main,26.72,2025-09-15T09:52:30+00:00
ces-main,26.72,2025-09-15T09:53:00+00:00
ces-main,26.72,2025-09-15T09:53:30+00:00
ces-main,26.72,2025-09-15T09:54:00+00:00
ces-main,26.72,2025-09-15T09:54:30+00:00
ces-main,26.72,2025-09-15T09:55:00+00:00
ces-main,26.72,2025-09-15T09:55:30+00:00
ces-main,26.72,2025-09-15T09:56:00+00:00
ces-main,26.72,2025-09-15T09:56:30+00:00
ces-main,26.72,2025-09-15T09:57:00+00:00
ces-main,26.72,2025-09-15T09:57:30+00:00
ces-main,26.72,2025-09-15T09:58:00+00:00
ces-main,26.72,2025-09-15T09:58:30+00:00
ces-main,26.72,2025-09-15T09:59:00+00:00
ces-main,26.72,2025-09-15T09:59:30+00:00
ces-main,26.72,2025-09-15T10:00:00+00:00
ces-main,26.72,2025-09-15T10:00:30+00:00
ces-main,26.72,2025-09-15T10:01:00+00:00
ces-main,26.72,2025-09-15T10:01:30+00:00
ces-main,26.72,2025-09-15T10:02:00+00:00
ces-main,26.72,2025-09-15T10:02:30+00:00
ces-main,26.72,2025-09-15T10:03:00+00:00
ces-main,26.72,2025-09-15T10:03:30+00:00
ces-main,26.72,2025-09-15T10:04:00+00:00
ces-main,26.72,2025-09-15T10:04:30+00:00
ces-main,26.72,2025-09-15T10:05:00+00:00
ces-main,26.72,2025-09-15T10:05:30+00:00
ces-main,26.72,2025-09-15T10:06:00+00:00
ces-main,26.72,2025-09-15T10:06:30+00:00
ces-main,26.72,2025-09-15T10:07:00+00:00
ces-main,26.72,2025-09-15T10:07:30+00:00
ces-main,26.72,2025-09-15T10:08:00+00:00
ces-main,26.72,2025-09-15T10:08:30+00:00
ces-main,26.72,2025-09-15T10:09:00+00:00
ces-main,26.72,2025-09-15T10:09:30+00:00
ces-main,26.72,2025-09-15T10:10:00+00:00
ces-main,26.72,2025-09-15T10:10:30+00:00
ces-main,26.72,2025-09-15T10:11:00+00:00
ces-main,26.72,2025-09-15T10:11:30+00:00
ces-main,26.72,2025-09-15T10:12:00+00:00
ces-main,26.72,2025-09-15T10:12:30+00:00
ces-main,26.72,2025-09-15T10:13:00+00:00
ces-main,26.72,2025-09-15T10:13:30+00:00
ces-main,26.72,2025-09-15T10:14:00+00:00
ces-main,26.72,2025-09-15T10:14:30+00:00
ces-main,26.72,2025-09-15T10:15:00+00:00
ces-main,26.72,2025-09-15T10:15:30+00:00
ces-main,26.72,2025-09-15T10:16:00+00:00
ces-main,26.72,2025-09-15T10:16:30+00:00
ces-main,26.72,2025-09-15T10:17:00+00:00
ces-main,26.72,2025-09-15T10:17:30+00:00
ces-main,26.72,2025-09-15T10:18:00+00:00
ces-main,26.72,2025-09-15T10:18:30+00:00
ces-main,26.72,2025-09-15T10:19:00+00:00
ces-main,26.72,2025-09-15T10:19:30+00:00
ces-main,26.72,2025-09-15T10:20:00+00:00
ces-main,26.72,2025-09-15T10:20:30+00:00
ces-main,26.72,2025-09-15T10:21:00+00:00
ces-main,26.72,2025-09-15T10:21:30+00:00
ces-main,26.72,2025-09-15T10:22:00+00:00
ces-main,26.72,2025-09-15T10:22:30+00:00
ces-main,26.72,2025-09-15T10:23:00+00:00
ces-main,26.72,2025-09-15T10:23:30+00:00
ces-main,26.72,2025-09-15T10:24:00+00:00
ces-main,26.72,2025-09-15T10:24:30+00:00
ces-main,26.72,2025-09-15T10:25:00+00:00
ces-main,26.72,2025-09-15T10:25:30+00:00
ces-main,26.72,2025-09-15T10:26:00+00:00
ces-main,26.72,2025-09-15T10:26:30+00:00
ces-main,26.72,2025-09-15T10:27:00+00:00
ces-main,26.72,2025-09-15T10:27:30+00:00
ces-main,26.72,2025-09-15T10:28:00+00:00
ces-main,26.72,2025-09-15T10:28:30+00:00
ces-main,26.72,2025-09-15T10:29:00+00:00
ces-main,26.72,2025-09-15T10:29:30+00:00
ces-main,26.72,2025-09-15T10:30:00+00:00
ces-main,26.72,2025-09-15T10:30:30+00:00
ces-main,26.72,2025-09-15T10:31:00+00:00
ces-main,26.72,2025-09-15T10:31:30+00:00
ces-main,26.72,2025-09-15T10:32:00+00:00
ces-main,26.72,2025-09-15T10:32:30+00:00
ces-main,26.72,2025-09-15T10:33:00+00:00
ces-main,26.72,2025-09-15T10:33:30+00:00
ces-main,26.72,2025-09-15T10:34:00+00:00
ces-main,26.72,2025-09-15T10:34:30+00:00
ces-main,26.72,2025-09-15T10:35:00+00:00
ces-main,26.72,2025-09-15T10:35:30+00:00
ces-main,26.72,2025-09-15T10:36:00+00:00
ces-main,26.72,2025-09-15T10:36:30+00:00
ces-main,26.72,2025-09-15T10:37:00+00:00
ces-main,26.72,2025-09-15T10:37:30+00:00
ces-main,26.72,2025-09-15T10:38:00+00:00
ces-main,26.72,2025-09-15T10:38:30+00:00
ces-main,26.72,2025-09-15T10:39:00+00:00
ces-main,26.72,2025-09-15T10:39:30+00:00
ces-main,26.72,2025-09-15T10:40:00+00:00
ces-main,26.72,2025-09-15T10:40:30+00:00
ces-main,26.72,2025-09-15T10:41:00+00:00
ces-main,26.72,2025-09-15T10:41:30+00:00
ces-main,26.72,2025-09-15T10:42:00+00:00
ces-main,26.72,2025-09-15T10:42:30+00:00
ces-main,26.72,2025-09-15T10:43:00+00:00
ces-main,26.72,2025-09-15T10:43:30+00:00
ces-main,26.72,2025-09-15T10:44:00+00:00
ces-main,26.72,2025-09-15T10:44:30+00:00
ces-main,26.72,2025-09-15T10:45:00+00:00
ces-main,26.72,2025-09-15T10:45:30+00:00
ces-main,26.72,2025-09-15T10:46:00+00:00
ces-main,26.72,2025-09-15T10:46:30+00:00
ces-main,26.72,2025-09-15T10:47:00+00:00
ces-main,26.72,2025-09-15T10:47:30+00:00
ces-main,26.72,2025-09-15T10:48:00+00:00
ces-main,26.72,2025-09-15T10:48:30+00:00
ces-main,26.72,2025-09-15T10:49:00+00:00
ces-main,26.72,2025-09-15T10:49:30+00:00
ces-main,26.72,2025-09-15T10:50:00+00:00
ces-main,26.72,2025-09-15T10:50:30+00:00
ces-main,26.72,2025-09-15T10:51:00+00:00
ces-main,26.72,2025-09-15T10:51:30+00:00
ces-main,26.72,2025-09-15T10:52:00+00:00
ces-main,26.72,2025-09-15T10:52:30+00:00
