label,value,time
ces-main,50.61,2025-09-15T09:47:00+00:00
ces-main,50.59,2025-09-15T09:47:30+00:00
ces-main,50.55,2025-09-15T09:48:00+00:00
ces-main,50.52,2025-09-15T09:48:30+00:00
ces-main,50.48,2025-09-15T09:49:00+00:00
ces-main,50.45,2025-09-15T09:49:30+00:00
ces-main,50.40,2025-09-15T09:50:00+00:00
ces-main,50.36,2025-09-15T09:50:30+00:00
ces-main,50.32,2025-09-15T09:51:00+00:00
ces-main,50.37,2025-09-15T09:51:30+00:00
ces-main,50.44,2025-09-15T09:52:00+00:00
ces-main,50.52,2025-09-15T09:52:30+00:00
ces-main,50.59,2025-09-15T09:53:00+00:00
ces-main,50.66,2025-09-15T09:53:30+00:00
ces-main,50.72,2025-09-15T09:54:00+00:00
ces-main,50.79,2025-09-15T09:54:30+00:00
ces-main,50.84,2025-09-15T09:55:00+00:00
ces-main,50.89,2025-09-15T09:55:30+00:00
ces-main,50.93,2025-09-15T09:56:00+00:00
ces-main,50.91,2025-09-15T09:56:30+00:00
ces-main,50.86,2025-09-15T09:57:00+00:00
ces-main,50.78,2025-09-15T09:57:30+00:00
ces-main,50.73,2025-09-15T09:58:00+00:00
ces-main,50.65,2025-09-15T09:58:30+00:00
ces-main,50.62,2025-09-15T09:59:00+00:00
ces-main,50.56,2025-09-15T09:59:30+00:00
ces-main,50.52,2025-09-15T10:00:00+00:00
ces-main,50.53,2025-09-15T10:00:30+00:00
ces-main,50.52,2025-09-15T10:01:00+00:00
ces-main,50.56,2025-09-15T10:01:30+00:00
ces-main,50.59,2025-09-15T10:02:00+00:00
ces-main,50.62,2025-09-15T10:02:30+00:00
ces-main,50.57,2025-09-15T10:03:00+00:00
ces-main,50.50,2025-09-15T10:03:30+00:00
ces-main,50.41,2025-09-15T10:04:00+00:00
ces-main,50.35,2025-09-15T10:04:30+00:00
ces-main,50.29,2025-09-15T10:05:00+00:00
ces-main,50.18,2025-09-15T10:05:30+00:00
ces-main,50.10,2025-09-15T10:06:00+00:00
ces-main,49.99,2025-09-15T10:06:30+00:00
ces-main,49.87,2025-09-15T10:07:00+00:00
ces-main,49.79,2025-09-15T10:07:30+00:00
ces-main,49.76,2025-09-15T10:08:00+00:00
ces-main,49.73,2025-09-15T10:08:30+00:00
ces-main,49.73,2025-09-15T10:09:00+00:00
ces-main,49.70,2025-09-15T10:09:30+00:00
ces-main,49.68,2025-09-15T10:10:00+00:00
ces-main,49.67,2025-09-15T10:10:30+00:00
ces-main,49.67,2025-09-15T10:11:00+00:00
ces-main,49.72,2025-09-15T10:11:30+00:00
ces-main,49.72,2025-09-15T10:12:00+00:00
ces-main,49.69,2025-09-15T10:12:30+00:00
ces-main,49.67,2025-09-15T10:13:00+00:00
ces-main,49.72,2025-09-15T10:13:30+00:00
ces-main,49.71,2025-09-15T10:14:00+00:00
ces-main,49.79,2025-09-15T10:14:30+00:00
ces-main,49.85,2025-09-15T10:15:00+00:00
ces-main,49.93,2025-09-15T10:15:30+00:00
ces-main,49.98,2025-09-15T10:16:00+00:00
ces-main,49.97,2025-09-15T10:16:30+00:00
ces-main,50.07,2025-09-15T10:17:00+00:00
ces-main,50.16,2025-09-15T10:17:30+00:00
ces-main,50.24,2025-09-15T10:18:00+00:00
ces-main,50.29,2025-09-15T10:18:30+00:00
ces-main,50.36,2025-09-15T10:19:00+00:00
ces-main,50.34,2025-09-15T10:19:30+00:00
ces-main,50.33,2025-09-15T10:20:00+00:00
ces-main,50.30,2025-09-15T10:20:30+00:00
ces-main,50.27,2025-09-15T10:21:00+00:00
ces-main,50.32,2025-09-15T10:21:30+00:00
ces-main,50.32,2025-09-15T10:22:00+00:00
ces-main,50.34,2025-09-15T10:22:30+00:00
ces-main,50.40,2025-09-15T10:23:00+00:00
ces-main,50.44,2025-09-15T10:23:30+00:00
ces-main,50.46,2025-09-15T10:24:00+00:00
ces-main,50.53,2025-09-15T10:24:30+00:00
ces-main,50.57,2025-09-15T10:25:00+00:00
ces-main,50.64,2025-09-15T10:25:30+00:00
